Model,Atelectasis,Cardiomegaly,Effusion,Infiltration,Mass,Nodule,Pneumonia,Pneumothorax,Consolidation,Edema,Emphysema,Fibrosis,Pleural_Thickening,Hernia,Mean
Global,0.7268263743264407,0.6953839906488145,0.7983051820082266,0.6429611488129495,0.6686521427222957,0.6277705623244437,0.6616707518390059,0.7809499737054567,0.755921184344863,0.8406112169888375,0.7109734670923482,0.650356606013305,0.7112907686680128,0.655667273258884,0.709095760196706
Local,0.6553026039869402,0.5911803215229074,0.709835358488483,0.6144463710961741,0.5638243534075892,0.5567130274069988,0.5449296613353698,0.6688894814419778,0.6600946110182087,0.7456205191033669,0.6391036847767617,0.5171247734082989,0.6022677594815871,0.5495823678043543,0.6156367781627871
Fusion,0.6882265371309249,0.5997214378965905,0.7632649455576794,0.6114801317002536,0.5916444780064187,0.577855296903258,0.5976121071214932,0.7177543719307602,0.727315037494673,0.7929045285416099,0.6385843177801219,0.5844242799479834,0.6400968356544745,0.5995727670642245,0.6521755051950332
Global,0.7524095063661862,0.7665057534080215,0.8185747442397615,0.6593479842163922,0.699251198791769,0.6635388906953158,0.666756418377714,0.7976745994711465,0.7619787110671383,0.8633800707868228,0.7495000628741889,0.7048808642695271,0.737020716297356,0.7016919122492352,0.7387508166507554
Local,0.6836555357948664,0.6090513707987977,0.7580488494804642,0.6277185905052549,0.6045277704360958,0.578043023447899,0.6070455319247062,0.7179289899191906,0.729349062238582,0.7942812414919684,0.6741283192332144,0.5709925561287945,0.638993636811526,0.621372993118015,0.6582241050949554
Fusion,0.7228693405533584,0.633210750827337,0.7964404861370356,0.6370641619188847,0.6527464602605247,0.6106972906775967,0.6354939983912515,0.7627079490996896,0.7411166658774799,0.833267991650785,0.6823334008648693,0.6245112540999064,0.6687501425001314,0.6119577218316468,0.6866548296207499
Global,0.7607005016855574,0.796674712329599,0.8351938968713092,0.6634750887270515,0.7236520294506323,0.6458658323538125,0.7005421726786747,0.8189700316275211,0.7760514665995443,0.8720727833741719,0.7622478046429095,0.7124394620007215,0.747617149977547,0.7488206363545117,0.7545945406195403
Local,0.6989834452614162,0.6288114430579591,0.773263905457206,0.6398362460925252,0.6406738908816311,0.594390613949628,0.5821723259981091,0.7395831018672829,0.7464677667097812,0.8024997731191579,0.6916833166833166,0.6425944436390272,0.6606048349922827,0.6216762892266604,0.6759458140668559
Fusion,0.7372022403312717,0.6810987643076176,0.8171663203303621,0.6437044590210763,0.6858284311874646,0.6279136067214256,0.6394799238760802,0.7831189031842323,0.7550190193982079,0.8431550049913786,0.7089966414704176,0.6423410097460319,0.6931783824079003,0.6235331596472165,0.7058382761871916
Global,0.7687250816234439,0.8322669034824058,0.84200218873317,0.6741575036711763,0.7345347177647725,0.6640495438114224,0.7117912045131772,0.8346249138946292,0.785472486045934,0.8813553861511935,0.790917779772675,0.7243712931886779,0.7622548873827658,0.7999467595320076,0.7718907606833892
Local,0.7091867739052725,0.6613591857181892,0.784393916145135,0.6453375441050112,0.6552906928450066,0.6114612708064228,0.6162222487483365,0.763274670577517,0.749112372702117,0.8266625828115074,0.6934824353967711,0.6595540762525357,0.6786287472578019,0.6325338535188894,0.6918928836278938
Fusion,0.7523772109114396,0.7446767692868204,0.8306608832714109,0.657236674084958,0.7086225410609779,0.6456065067050909,0.6656943187845131,0.8045061810694102,0.7650819798782327,0.8574668753970414,0.7293133003360276,0.6696840742141642,0.7231082426041193,0.6732017159140996,0.7305169481084505
Global,0.7767071908263212,0.825967377113884,0.8467663790874623,0.6783589041954654,0.7564980177458938,0.6676566466886452,0.7183469226919003,0.8426217881770846,0.7874778508536923,0.8822064161902169,0.809892467672188,0.733012026392006,0.7684949061779135,0.8327529249527601,0.780482844197531
Local,0.7169950185367061,0.6765394920606005,0.7946787087534667,0.6500306878351332,0.6677319237304135,0.6187538433568491,0.6238777079809392,0.7762847291662037,0.7616669823413258,0.8388115981486522,0.6952994557889663,0.6825075566901644,0.6858707278460621,0.6879017582446356,0.7054964421771511
Fusion,0.7594147886638529,0.7923915353553754,0.8382189986904403,0.6573062845217948,0.727336077024731,0.66317151269296,0.684466216958597,0.8239845121436349,0.7695439996477736,0.8671322261548235,0.7516268696338626,0.6923481494965659,0.7378151235513313,0.674342894797708,0.7456499420952465
Global,0.7817152868101824,0.8463304945805629,0.851390381986645,0.6761719785488909,0.770813290541816,0.6852699493868932,0.7165499668348211,0.8472162966913316,0.7932858492188299,0.882774752699882,0.8142421389799013,0.7500215282554263,0.7663660781287328,0.8308720526818796,0.7866442889532712
Local,0.7207751351542661,0.6930160230136321,0.7978376435907824,0.6537219529182473,0.6721543515197281,0.6227520111580782,0.6325766156325325,0.7831357539127021,0.7646522885166697,0.8374348851982938,0.7144590549310829,0.6934278323826382,0.6933729260654797,0.7108300712636755,0.7135818960898435
Fusion,0.7641259434254418,0.8130705968971066,0.8468794334867442,0.6632039984881205,0.7402515386067586,0.6714364795205029,0.6845476039006049,0.8338486693479696,0.7739156783142309,0.8713876032307831,0.7740135738387486,0.7040371746644589,0.7397471775060941,0.6533478217229837,0.7524152352107534
Global,0.7872605491112115,0.8478185627106294,0.8529119382638775,0.6827736869640468,0.768437983764395,0.679670914828905,0.7248524522563851,0.8527640749875933,0.7966089480474277,0.8862582811507397,0.8347696883536044,0.7465966280756793,0.776196356754903,0.8323318015788854,0.7906608476320203
Local,0.7285064458188446,0.7077595105808058,0.803276846677339,0.6524590284009506,0.684736114781952,0.6273492735036557,0.6319892732010433,0.7878763637979689,0.767482145690501,0.8470369362011072,0.7181957028985002,0.7086821001548944,0.7080977744205573,0.7268153035797669,0.721447344264849
Fusion,0.7717246657641635,0.8299951422412485,0.8485495198540678,0.6680190749292666,0.7510836322446668,0.6703980233417695,0.6916306416410862,0.8427240035849461,0.7780952523362001,0.8780942009256739,0.7985454231083602,0.7148558042901727,0.7408398437306386,0.6962718580486931,0.7629162204314968
Global,0.7858458754722657,0.8651804960986125,0.8536707282044373,0.6818719827174385,0.7742995657919578,0.6870526978634705,0.7253991012168706,0.8562079194720352,0.7962138355218725,0.8864896996097648,0.8378815240703352,0.7496460100784936,0.777383073066137,0.8349807330601486,0.7937230887317029
Local,0.732768030154222,0.7201407231988342,0.8067080087112702,0.657487917944025,0.6884411553709647,0.6350319881110111,0.6433040928136686,0.7926203067943619,0.7704382727279524,0.8513254378800253,0.7218755894455197,0.7051599140613843,0.7115628819623085,0.7354276038734623,0.7265922802177867
Fusion,0.7737712243074174,0.8443412803230409,0.8505591592619933,0.6710841422954739,0.7607272040777799,0.6823235424314287,0.689321626273875,0.8505612588790377,0.7861925150215447,0.8812728015246393,0.8061018963553929,0.7155289029092031,0.7482425396844279,0.7126869416842317,0.7694796453592492
Global,0.7899408948937788,0.855518489844248,0.857429046279325,0.6825838672467303,0.7960504436473478,0.7017240541304608,0.7173702793878074,0.8589451443977809,0.79751703189394,0.8883827933569288,0.8481924543987481,0.7557327836633787,0.7748066706913661,0.8446403868225477,0.7977738814753135
Local,0.7370540794025784,0.7353257734462763,0.8088943248562807,0.6597999269480879,0.6974702661884086,0.6476687300949108,0.6321615422282931,0.798590279166574,0.7671226504044374,0.8535180143388692,0.7306709898493114,0.7074716126788889,0.7060892660474973,0.7335140018066847,0.7296679612469356
Fusion,0.7789960095205232,0.8464433995202962,0.8542631332566746,0.6722707780825736,0.7741575231262978,0.68688527439453,0.6968356756947391,0.8588538541874986,0.7866064226501551,0.8839445503221708,0.8230362295047609,0.7272228332492188,0.7474725433225181,0.7307025123391331,0.7762636242265063
Global,0.7891933657172688,0.8701915778607645,0.8571712042804112,0.6878763339487057,0.7980053615253918,0.7061490479549419,0.7340152654774226,0.857133783673681,0.8019735481250171,0.8943307015155639,0.8501585826760653,0.7652981418117962,0.7709745323765255,0.835100742311771,0.8012551563753805
Local,0.7404722657252321,0.7984561435467713,0.8260375041206379,0.6632638607709401,0.718323428355673,0.6699114416752621,0.6596228529107363,0.8159973594352969,0.7750867897631691,0.8702277883655505,0.7599380514590304,0.716590055145035,0.7404475346733799,0.800579535586016,0.7539253293951951
Fusion,0.7802921632645841,0.8610244557792148,0.8553339143549772,0.6788010987731437,0.7927264489333585,0.7059059493856628,0.7141941539759555,0.8620416046337652,0.794798387733215,0.8958176785552229,0.8440877304513668,0.7494775991689547,0.7525840849905479,0.8156166948142911,0.7930501403438759
Global,0.7941669099885861,0.8731187570209794,0.8628793988687075,0.6810923996820701,0.8061518595431377,0.7154570083910151,0.7254177523910805,0.8602300587368248,0.8040954218036486,0.8933455848988111,0.8491840327504663,0.7757006493357851,0.7833856742511431,0.8428751598305033,0.8047929048209114
Local,0.7613539316398128,0.8174496007529525,0.8379192875795162,0.6644697774372567,0.7383167075703229,0.688845213349949,0.6871326566461256,0.827919064654949,0.7861362335527272,0.8781438878301117,0.7721668628574222,0.7591800296272396,0.7483546810921409,0.7997252879131045,0.7690795158931165
Fusion,0.7917217901414808,0.8699524850472113,0.8617761828530938,0.6757151078829821,0.8005489899943363,0.7159917329567216,0.7218770813014856,0.8669190572480354,0.8035213923578488,0.8954347036936201,0.84442327777118,0.7699332569579868,0.7802350583036191,0.8217251657218664,0.8014125201593906
Global,0.7954210354011272,0.8788321264838936,0.8655906382848665,0.6861922460920943,0.8118284311874646,0.7115164428765275,0.7397028562747298,0.8631637520461598,0.8085933703337262,0.8975519557128596,0.8562220122534808,0.7811671911567377,0.7857263937999804,0.8350549205975151,0.8083259551786546
Local,0.7727496704094001,0.830202735525397,0.8420584040586062,0.6704582138645894,0.7553846328110252,0.6834445183079909,0.6963961862078976,0.8326803213119125,0.7943146993904987,0.8832611852255197,0.7904739491277952,0.7497081422587119,0.7665438935100235,0.81069522450458,0.7770265554652819
Fusion,0.794731328360718,0.8761947050429609,0.8604353186933342,0.681220876043443,0.8108369265622051,0.7105715808005503,0.7384528884903941,0.8655167433282226,0.8083750979214485,0.9030535892549232,0.8545711281725267,0.7693233805574238,0.7854016174136648,0.8397941950433997,0.8070342411203726
Global,0.7983700085826277,0.8863865106111668,0.8681124531058149,0.6857951030659937,0.8216001510288842,0.7314834411498431,0.7380039038603183,0.8631943055648142,0.8072432381241945,0.899986387149469,0.8605393732141984,0.7824400833225237,0.7852565151060052,0.8498182405334519,0.8127306938870932
Local,0.7802788911598935,0.8507969760451771,0.8495834608119146,0.6744631702354065,0.7763357372097415,0.7066800041467494,0.696556247193846,0.849042471242658,0.7983164987360554,0.8858267537889101,0.8109076238446867,0.7564200527796521,0.7760596805419665,0.8510837926414692,0.7901679543127232
Fusion,0.79601757226661,0.8820350214044994,0.8662120476381612,0.6848430154045608,0.8199551444213704,0.7341474507796535,0.7306207517711832,0.8672788480767949,0.8081285809344135,0.9003394137399039,0.8599455614315754,0.779025265996584,0.7833328872459656,0.8627617838175162,0.8124745246377707
Global,0.7955376529610066,0.8911454063818804,0.866974658037731,0.6853213750950714,0.8190194449688504,0.7297248410284554,0.7450974540808091,0.8698787673414364,0.8086029236457764,0.8989168708594246,0.8714847215721342,0.7902036082446134,0.7784601262328119,0.8514220005324047,0.8144135607844577
Local,0.7813489767207283,0.8680845250022771,0.8528407139923299,0.677709790238037,0.7729391731168586,0.7095873430626083,0.7048149871340809,0.8522013347258331,0.7988524187740027,0.8860944731826845,0.824362700236826,0.769094472525041,0.7727511992315401,0.8428533399665719,0.7938239605649585
Fusion,0.7944969429918863,0.8885201293378268,0.8665955749416563,0.6829196399882849,0.8170063809703606,0.7296557029032475,0.7399476953252696,0.8735017665488967,0.8080494545889542,0.9004700971050004,0.8717833739686888,0.7878216021600198,0.780364175813936,0.8651772427547143,0.8147364128141961
Global,0.8015842911368886,0.8870032182651729,0.8700247877618067,0.687629075522773,0.8297801774589391,0.7297119977949629,0.7464420341852285,0.8662055862942473,0.8078756258457795,0.9020151556402578,0.8715703003290417,0.7951398464572123,0.7895833147463596,0.8630868997900929,0.8176894508020544
Local,0.7860194303612666,0.8567018095151349,0.8551739618721309,0.6783951500941048,0.78679010760808,0.7084053810533542,0.7145203799685033,0.8546235806501788,0.7993848082401055,0.8908312914057537,0.8308653758828584,0.7705927300988992,0.7884127071456257,0.8519609511715085,0.7980484046476789
Fusion,0.7992412780152008,0.8856217931201991,0.8692279491682471,0.6861048358491649,0.8293687747781764,0.7310209309329356,0.7415327060208704,0.8682710041552786,0.8107212667525633,0.9013408657772938,0.8727090217474832,0.7876142223830634,0.7886428138794632,0.8723101562738654,0.8174091156324145
Global,0.8027428131553103,0.8927080486990315,0.8740944732460273,0.6891918500262124,0.8353082121955824,0.732092225798503,0.7405906521671309,0.8729493959661949,0.8122886329708889,0.9004601143479445,0.8678570118692497,0.7925858868387691,0.7880314263594018,0.8534207000685143,0.8181658174077686
Local,0.7902353144161601,0.867844673163919,0.8558303791049272,0.6818010797076933,0.7945327543892771,0.7146241208537505,0.714261298203112,0.8522118895777319,0.8028825665346648,0.8913975859878392,0.8392625730912444,0.7707262597844559,0.7810920417022298,0.8537829098097744,0.8007489604519129
Fusion,0.8029557861952414,0.8922700913865864,0.8732186135257972,0.6865423987072549,0.835985123654899,0.7359876477317927,0.7393956205686506,0.8724861861061115,0.8122086759026427,0.9008639622470278,0.8708616558266908,0.7838841114934723,0.785888100470771,0.8739030063408525,0.8190322128684135
Global,0.8004243091869508,0.8934295017761181,0.8749279180743887,0.6884170872106481,0.8313936190296395,0.7307225372446082,0.7410728697985266,0.8729007880956084,0.8125999463353081,0.904028496233778,0.875796406390812,0.8012342503098435,0.7905840374078953,0.8531894095108423,0.8193372269003547
Local,0.7893290066272043,0.8689627167015818,0.8606605698378348,0.6805892118202777,0.8033333585048141,0.7224394976034679,0.7302111041630779,0.8527766667407358,0.8026458105403769,0.8943261638987204,0.8435738212836116,0.7664849209558763,0.7850075735721982,0.8540883879048131,0.8038877721538994
Fusion,0.8001608579088472,0.8932714348604912,0.8755642194209681,0.6848929141045449,0.8335469888616197,0.7345513589371524,0.7482844310849287,0.8710577628158124,0.8147695865741906,0.9045652963063798,0.879154935973118,0.7900163941752716,0.7890284316262066,0.867047205093629,0.82042227269594
Global,0.8052675213902087,0.8934355739745574,0.8740663655833093,0.6902545603857211,0.8294939777232395,0.72935730921492,0.7504635664571858,0.8665620440118807,0.8148354213550584,0.9062768853797986,0.8806023521932613,0.8061688534650681,0.7798240383595484,0.8647910311631296,0.8208142500469204
Local,0.79388598377264,0.8747407930291162,0.8614783819716749,0.6781762744149519,0.8032696243156503,0.7119352707184428,0.7168738190415603,0.8501785992044976,0.8032147518091065,0.893208095108449,0.8515112509867754,0.7757224501007741,0.7844473621862641,0.8478850005891364,0.803323404089217
Fusion,0.8051023279271627,0.8962473813644231,0.8745490298996919,0.685920294137891,0.8299715310553143,0.7305490382340754,0.7464654329310558,0.8671870949344118,0.8152881652739599,0.907989381976586,0.8835818901378341,0.7968937180005646,0.7839430356344502,0.8687753383169902,0.8208902614160293
Global,0.808440970102372,0.8900529799313841,0.8737417825045432,0.6920351872814272,0.8334986596186521,0.7373391096609111,0.7452222473918877,0.8685122843662273,0.8129008756648897,0.9093134585715582,0.8807608475440643,0.802538481075301,0.7796070664204264,0.8653256178294472,0.8213778262830779
Local,0.796148523699555,0.8714940644260255,0.8635890296377177,0.6806481854592226,0.8052970360581462,0.7196688199206397,0.7334604778227365,0.8628272929952817,0.805584492399302,0.8970823123695435,0.8507995501002495,0.7720675518503944,0.7861810311755592,0.8668290064543157,0.8079769553120493
Fusion,0.8072691317389111,0.8892275404560221,0.8740584907596349,0.6881615078466177,0.8337893902208797,0.7416322873045176,0.7468981401727303,0.8705404824863527,0.813209489180251,0.9104151919411925,0.8832509273942841,0.7912249740843406,0.784672140654321,0.8703987361934812,0.8217677450309668
